SetID,Number,Variant,Theme,SubTheme,Year,SetName,Minifigs,Pieces,UKPrice,USPrice,CAPrice,Image,ImageFilename,InstructionsAvailable,EAN,UPC
8215,"55000","1","Gear","Video Games/PC","2010","LEGO Universe Massively Multiplayer Online Game",,,14.99,19.99,27.5,"True","2855133-1","",""
8217,"55001","1","Miscellaneous","LEGO Universe","2010","Universe Rocket",,55,7.99,9.99,,"True","55001-1","",""
6118,"60001","1","Gear","Furniture","2007","Building Stool",,,42.99,59.99,,"True","60001-1","",""
6117,"60010","1","Gear","Furniture","2007","Toy Chest",,,99.99,149.99,,"True","60010-1","",""
6115,"60020","1","Gear","Furniture","2007","Stacking Bin - Green",,,119.99,149.99,,"True","60020-1","",""
6116,"60021","1","Gear","Furniture","2007","Stacking Bin - Red",,,119.99,149.99,,"True","60021-1","",""
6152,"60030","1","Gear","Furniture","2007","Rolling Storage Box - Red/Yellow",,,,119.99,,"True","60030-1","",""
6153,"60031","1","Gear","Furniture","2007","Rolling Storage Box - Blue/Green",,,,119.99,,"True","60031-1","",""
6119,"60040","1","Gear","Furniture","2007","Building Table",,,139.99,199.99,,"True","60040-1","",""
6180,"60230","1","Gear","Stationery","2007","Bionicle Cartridge Pen",,,5.99,,,"True","60230-1","",""
3356,"65062","1","Racers","Product Collection","2002","Racers Turbo Pack",,87,,10,,"True","65062-1","",""
3358,"65071","1","Bionicle","Product Collection","2002","Bionicle Dual Pack: Lehvak & Pahrak",,82,9.99,,,"True","65071-1","",""
3360,"65081","1","Star Wars","Product Collection","2002","R2-D2 / C-3PO Droid Collectors Set",,581,,40,,"True","65081-1","",""
3364,"65118","1","Alpha Team","Product Collection","2002","Alpha Team Secret Mission Collector's Pack",,242,,35,,"True","65118-1","",""
3368,"65145","1","Star Wars","Product Collection","2002","X-wing Fighter / TIE Fighter & Y-wing Collectors Set",,677,,,,"False","","",""
5192,"65153","1","Star Wars","Product Collection","2002","Jango Fett's Slave I with Bonus Cargo Case",,360,,50,,"True","65153-1","",""
3373,"65182","1","Sports","Product Collection","2003","Slammer Stadium",,22,,40,,"True","65182-1","",""
3378,"65221","1","Sports","Product Collection","2003","Street Basketball set with Spalding mini-basketball",,186,,,,"True","65221-1","",""
3386,"65295","1","Bionicle","Product Collection","2003","Bionicle twin-pack with gold mask",,50,,8,,"True","65295-1","",""
3387,"65296","1","Bionicle","Product Collection","2003","Bionicle twin-pack with gold mask",,50,,8,,"True","65296-1","",""
3388,"65297","1","Bionicle","Product Collection","2003","Bionicle twin-pack with gold mask",,50,,8,,"True","65297-1","",""
3413,"65535","1","Creator","X-Pod","2004","X-Pod Play Off Game Pack",,219,,20,,"True","65535-1","",""
3414,"65537","1","Trains","Product Collection","2004","Classic Freight Train",,616,,80,,"True","65537-1","",""
4711,"65545","1","Bionicle","Product Collection","2004","Special Edition Ta-Metru Collector's Pack",,75,,8,,"True","65545-1","",""
4625,"65572","1","Spider-Man","Product Collection","2004","Spider-Man Combined Set",,1022,,,,"True","65572-1","",""
5087,"65573","1","Racers","Product Collection","2005","Rumble Racers",,310,,,,"True","65573-1","",""
4879,"65642","1","Castle","Product Collection","2005","The Grand Tournament with sword and shield",,312,,30,,"True","65642-1","",""
5223,"65716","1","Bionicle","Product Collection","2005","Limited Edition Collector Pack",,260,,30,,"False","","",""
5224,"65743","1","City","Product Collection","2005","City Value Pack",,226,,25,,"True","65743-1","",""
5181,"65757","1","Bionicle","Product Collection","2005","Special Edition Guardian Toa",,108,,18,,"True","65757-1","",""
5215,"65766","1","Duplo","Product Collection","2005","Thomas Bridge & Tunnel Set",,87,,70,,"True","65766-1","",""
5070,"65767","1","Castle","Product Collection","2005","Attack from the Sea",,314,,30,,"True","65767-1","",""
5193,"65768","1","Castle","Product Collection","2005","Knights' Value Pack",,43,14.99,,,"True","65768-1","",""
5086,"65769","1","Castle","Product Collection","2005","Vladek Value Pack",,42,14.99,20,,"True","65769-1","",""
5073,"65771","1","Star Wars","Product Collection","2005","Episode III Collectors' Set",,544,,60,,"True","65771-1","",""
5225,"65773","1","Duplo","Product Collection","2005","James and Percy Tunnel Set",,53,,50,,"False","","",""
6733,"65777","1","City","Product Collection","2005","City Fire Value Pack",,595,,,,"True","65777-1","",""
5201,"65799","1","City","Product Collection","2005","City Fire Value Pack",,664,,,,"True","65799-1","",""
5182,"65800","1","City","Product Collection","2005","City Value Pack",,1012,,,,"True","65800-1","",""
5202,"65801","1","World City","Product Collection","2005","Trains Value Pack",,741,,,,"True","65801-1","",""
5203,"65808","1","Bionicle","Product Collection","2005","Toa Hordika Value Pack",,144,17.99,,,"True","65808-1","",""
5184,"65849","1","Bionicle","Product Collection","2005","Bionicle Co-pack",,401,,,,"True","65849-1","",""
5185,"65851","1","Castle","Product Collection","2005","Knights' Kingdom Co-pack",,280,,,,"True","65851-1","",""
5795,"66116","1","City","Product Collection","2006","City Emergency Service Vehicles (Multipack)",,618,29.99,,,"True","66116-1","",""
9441,"66151","1","Duplo","Product Collection","2006","Limited Edition Green Brick Tub + Value Pack",,171,,,,"False","","",""
5714,"66156","1","City","Product Collection","2006","City Exclusive Pack",,1123,74.99,,,"True","66156-1","",""
6891,"66157","1","Bionicle","Product Collection","2006","Piraka Fusion 1",,124,,,,"False","","",""
6892,"66158","1","Bionicle","Product Collection","2006","Piraka Fusion 2",,124,,,,"False","","",""
6681,"66174","1","City","Product Collection","2008","Fire Value Pack",,595,,,,"True","66174-1","",""
6035,"66175","1","City","Product Collection","2007","City Essential Vehicles Collection",,526,,49.99,,"True","66175-1","","673419094146"
6468,"66177","1","City","Product Collection","2007","Rescue Pack",,467,,,,"True","66177-1","",""
6462,"66188","1","Make and Create","Product Collection","2007","Creative Building Set",,923,,,,"False","","",""
6464,"66189","1","Duplo","Product Collection","2007","Creative Building",,147,,,,"True","66189-1","",""
6313,"66193","1","City","Product Collection","2007","City Super Pack",,815,,,,"True","66193-1","",""
6314,"66194","1","City","Product Collection","2007","City Super Pack",,1097,,,,"True","66194-1","",""
6315,"66195","1","City","Product Collection","2007","City Super Pack",,496,,,,"True","66195-1","",""
9725,"66200","1","Exo-Force","Product Collection","2006","{Exo-Force set collection}",,557,,,,"False","","",""
6186,"66208","1","Creator","Product Collection","2007","Mr. Magorium's Wonder Emporium",,323,,19.99,,"True","66208-1","",""
6675,"66217","1","Duplo","Product Collection","2007","Farm Bundle",,120,,,,"False","","",""
6451,"66236","1","Duplo","Product Collection","2008","Build & Play Value Pack",,145,,,,"True","66236-1","",""
6463,"66237","1","Bricks and more","Product Collection","2008","Build & Play Value Pack",,1021,,,,"True","66237-1","",""
6312,"66239","1","City","Product Collection","2007","Train Super Set",,1267,,,,"False","","",""
6570,"66246","1","City","Product Collection","2008","City Police Super Pack",,650,,,,"True","66246-1","",""
7014,"66247","1","City","Product Collection","2008","Emergency Services Value Pack",,343,,,,"False","","",""
7015,"66255","1","City","Product Collection","2008","Emergency Services Value Pack",,1030,,,,"True","66255-1","",""
7016,"66256","1","City","Product Collection","2008","City Vehicles Value Pack",,825,,,,"False","","5702014528505",""
7003,"66257","1","City","Product Collection","2008","City Super Pack 4 in 1",,1134,,,,"True","66257-1","",""
7018,"66258","1","City","Product Collection","2008","City Value Pack",,821,,,,"False","","",""
7019,"66260","1","City","Product Collection","2008","Air Freight Value Pack",,1024,,,,"False","","",""
7020,"66261","1","Duplo","Product Collection","2008","Duplo Value Pack",,70,,,,"False","","",""
7021,"66262","1","Duplo","Product Collection","2008","Duplo Value Pack",,42,,,,"False","","",""
7022,"66264","1","Duplo","Product Collection","2008","Duplo Value Pack",,91,,,,"False","","",""
7023,"66282","1","City","Product Collection","2008","City Police Value Pack",,192,,,,"False","","",""
6991,"66283","1","Duplo","Product Collection","2009","Build and Play Value Pack",,,,,,"False","","",""
6987,"66284","1","Bricks and more","Product Collection","2009","LEGO Build and Play Value Pack",,1021,,,,"True","66284-1","",""
7024,"66290","1","City","Product Collection","2008","Coast Guard Value Pack",,1077,,,,"False","","",""
7737,"66305","1","City","Product Collection","2009","City Super Pack 3 in 1",,650,,,,"True","66305-1","",""
7105,"66306","1","City","Product Collection","2008","City Super Pack 3 in 1",,608,,,,"True","66306-1","",""
7120,"66307","1","City","Product Collection","2009","City Super Pack 3 in 1",,246,,,,"True","66307-1","",""
7547,"66308","1","Star Wars","Product Collection","2009","3 in 1 Superpack",,414,,,,"True","66308-1","",""
7716,"66310","1","Duplo","Product Collection","2010","Duplo TRU Co-pack",,,,,,"False","","",""
7305,"66318","1","Technic","Product Collection","2009","Super Pack 4 in 1",,984,,,,"True","66318-1","",""
7566,"66319","1","Power Miners","Product Collection","2009","Power Miners Super Pack 3 in 1",,928,,,,"True","66319-1","",""
7548,"66320","1","Duplo","Product Collection","2009","Zoo Super Pack",,95,,,,"True","66320-1","",""
8118,"66325","1","City","Product Collection","2009","City Super Pack 4 in 1",,1267,,,,"True","66325-1","",""
8119,"66326","1","City","Product Collection","2009","City Super Pack 4 in 1",,501,,,,"True","66326-1","",""
7549,"66328","1","City","Product Collection","2008","City Super Pack 6 in 1",,367,,,,"True","66328-1","",""
8124,"66329","1","City","Product Collection","2009","City Super Pack 3 in 1",,284,,,,"True","66329-1","",""
7550,"66330","1","City","Product Collection","2008","City Super Pack 5 in 1",,984,,,,"True","66330-1","",""
8022,"66331","1","City","Product Collection","2009","City Super Pack 3 in 1",,1219,,,,"True","66331-1","",""
7744,"66341","1","Star Wars","Product Collection","2010","Star Wars Super Pack 3 in 1",,342,,,,"True","66341-1","",""
8125,"66342","1","City","Product Collection","2010","City Super Pack 3 in 1",,565,,,,"True","66342-1","",""
8429,"66344","1","Duplo","Product Collection","2010","Duplo Super Pack",,34,,,,"True","66344-1","",""
8121,"66345","1","City","Product Collection","2010","City Super Pack 4 in 1",,296,,,,"True","66345-1","",""
8737,"66357","1","City","Product Collection","2010","City Super Pack 4 in 1",,1053,,,,"True","66357-1","",""
8123,"66358","1","City","Product Collection","2010","City Super Pack 3 in 1",,510,,,,"True","66358-1","",""
8112,"66359","1","Technic","Product Collection","2010","Super Pack 4 in 1",,804,,,,"True","66359-1","",""
8479,"66360","1","City","Product Collection","2010","City Super Pack",,871,,,,"True","66360-1","",""
8122,"66362","1","City","Product Collection","2010","City Super Pack 4 in 1",,289,,,,"True","66362-1","",""
8120,"66363","1","City","Product Collection","2010","City Super Pack 4 in 1",,279,,,,"True","66363-1","",""
8109,"66364","1","Star Wars","Product Collection","2010","Star Wars Super Pack 3 in 1",,308,,,,"True","66364-1","",""
8111,"66365","1","Atlantis","Product Collection","2010","Atlantis Super Pack 4 in 1",,691,,,,"True","66365-1","",""
8110,"66366","1","Star Wars","Product Collection","2010","Star Wars Super Pack 3 in 1",,531,,,,"True","66366-1","",""
8140,"66368","1","Star Wars","Product Collection","2010","Star Wars Super Pack 3 in 1",,316,,,,"True","66368-1","",""
8152,"66373","1","Miscellaneous","","2010","Fun Favor Pack",,288,,19.99,,"True","66373-1","",""
8153,"66374","1","City","Product Collection","2010","City Super Pack 4 in 1",,1224,,,,"True","66374-1","",""
8774,"66375","1","City","Product Collection","2011","City Super Pack 4 in 1",,352,,,,"True","66375-1","",""
8637,"66377","1","Star Wars","Product Collection","2011","Star Wars Super Pack 3 in 1",,484,,,,"True","66377-1","",""
8729,"66378","1","Star Wars","Product Collection","2011","Star Wars Super Pack 3 in 1",,330,,,,"True","66378-1","",""
8569,"66379","1","Duplo","Product Collection","2011","Co-Pack DUPLO Bricks & More",,145,,,,"True","66379-1","",""
8570,"66380","1","Bricks and more","Product Collection","2011","Co-Pack System Bricks & More",,970,,,,"True","66380-1","",""
8738,"66383","1","Ninjago","Product Collection","2011","Super Pack 3 in 1",,599,,,,"True","66383-1","",""
9020,"66386","1","Cars","Product Collection","2011","Super Pack 3 in 1",,823,,,,"True","66386-1","",""
9118,"66387","1","Cars","Product Collection","2011","3-in-1 Super Pack",,234,,,,"True","66387-1","",""
8844,"66388","1","City","Product Collection","2011","City Super Pack 4 in 1",,964,,,,"True","66388-1","",""
9083,"66389","1","City","Product Collection","2011","City Super Pack 5 in 1",,828,,,,"True","66389-1","",""
9759,"66392","1","Duplo","Product collection","2012","Cars Super Pack 3-in-1",,67,,,,"True","66392-1","",""
9098,"66395","1","Star Wars","Product Collection","2011","Star Wars Super Pack 3 in 1",,366,,,,"True","66395-1","",""
9099,"66396","1","Star Wars","Product Collection","2011","Star Wars Super Pack 3 in 1",,644,,,,"True","66396-1","",""
9262,"66397","1","Technic","Product Collection","2011","Technic Super Pack 4 in 1",,1272,,,,"True","66397-1","",""
8858,"66405","1","City","Product Collection","2011","City Super Pack 4 in 1",,1232,,,,"True","66405-1","",""
9537,"66411","1","Star Wars","Product Collection","2012","Super Pack 3-in-1",,633,,,,"True","66411-1","",""
6717,"67221","1","Gear","Stationery","2008","Classic Qlever Rollerball Pen",,,8.99,,,"True","67221-1","",""
6718,"67234","1","Gear","Stationery","2008","Classic Ballpen with Lanyard",,,3.89,,,"True","67234-1","",""
9418,"78579","1","Town","Product Collection","1998","Action Pack (Target store exclusive)",,,,,,"False","","",""
4051,"78777","1","Space","Product Collection","2001","Alien Discovery",,122,,8,,"True","78777-1","",""
4052,"78800","1","Sports","Product Collection","2001","Soccer Co-Pack",,129,,20,,"True","78800-1","",""
9657,"78880","1","Sports","Product Collection","2001","Football Co-Pack",,125,,19.99,,"False","","",""
9749,"79000","1","Lord Of The Rings","The Hobbit","2012","Mystery of the Ring",,,,,,"False","","",""
9750,"79001","1","Lord Of The Rings","The Hobbit","2012","Fleeing from the Mirkwood Spiders",,,,,,"False","","",""
9751,"79002","1","Lord Of The Rings","The Hobbit","2012","Attack of the Wargs",,,,,,"False","","",""
9752,"79003","1","Lord Of The Rings","The Hobbit","2012","Bag End",,,,,,"True","79003-1","",""
9753,"79004","1","Lord Of The Rings","The Hobbit","2012","{Unknown}",,,,,,"False","","",""
9754,"79010","1","Lord Of The Rings","The Hobbit","2012","The Orc King",,,,,,"False","","",""
8644,"88000","1","Power Functions","Accessories","2011","AAA Battery Box",,1,11.99,12.99,17.99,"True","88000-1","",""
8645,"88002","1","Power Functions","Trains","2011","Train Motor",,7,11.99,13.99,19.99,"True","88002-1","",""
5678,"253257","1","Gear","Housewares","2006","BIONICLE Towel Toa Hordika",,,,,,"True","253257-1","",""
6611,"810001","1","Gear","Books/Miscellaneous","2008","50 Years of the LEGO Brick (German)",,,,,,"True","810001-1","",""
6600,"810002","1","Gear","Books/Miscellaneous","2008","50 Years of the LEGO Brick (English)",,,24.99,45,,"True","810002-1","",""
6670,"810003","1","Gear","Books/Miscellaneous","2008","LEGO Collector",,,15.65,29.99,,"True","810003-1","",""
6853,"810004","1","Gear","Books/Miscellaneous","2008","LEGO Collector's Guide - Premium Edition",,,29.99,,,"True","810004-1","",""
8788,"810005","1","Gear","Books/Miscellaneous","2011","LEGO Collector, 2nd Edition",,,,,,"True","810005-1","",""
6870,"810010","1","Gear","Bedding","2008","Duplo Bedding Green - Baby",,,24.99,,,"True","810010-1","",""
6872,"810011","1","Gear","Bedding","2008","Duplo Fitted Sheet Green - Baby",,,5.99,,,"True","810011-1","",""
6871,"810012","1","Gear","Bedding","2008","Duplo Bedding Green - Junior",,,29.99,,,"True","810012-1","",""
6873,"810013","1","Gear","Bedding","2008","Duplo Fitted Sheet Green - Junior",,,6.99,,,"True","810013-1","",""
6874,"810020","1","Gear","Bedding","2008","Duplo Bedding Pink - Baby",,,24.99,,,"True","810020-1","",""
6875,"810021","1","Gear","Bedding","2008","Duplo Fitted Sheet Pink - Baby",,,5.99,,,"True","810021-1","",""
6876,"810022","1","Gear","Bedding","2008","Duplo Bedding Pink - Junior",,,29.99,,,"True","810022-1","",""
6877,"810023","1","Gear","Bedding","2008","Duplo Fitted Sheet Pink - Junior",,,6.99,,,"True","810023-1","",""
6878,"810030","1","Gear","Bedding","2008","LEGO Bedding Blue - Adult",,,44.99,,,"True","810030-1","",""
6724,"850150","1","Gear","Key Chains/Seasonal","2006","Santa Claus Classic Key Chain",,,2.99,4.99,5.49,"True","850150-1","",""
6150,"850152","1","Gear","Key Chains/Brick","2007","Blue Brick Key Chain",,,2.95,4.99,,"True","850152-1","","673419099004"
6151,"850154","1","Gear","Key Chains/Brick","2007","Red Brick Key Chain",,,2.99,4.99,5.49,"True","850154-1","",""
6689,"850353","1","Gear","Key Chains/Star Wars","2008","Darth Vader Key Chain",,,2.99,4.99,5.49,"True","850353-1","",""
6077,"850355","1","Gear","Key Chains/Star Wars","2007","Stormtrooper Key Chain",,,2.99,4.99,5.49,"True","850355-1","",""
6705,"850373","1","Gear","Housewares","2006","Lunchbox Black",,,4.89,,,"True","850373-1","",""
6706,"850374","1","Gear","Housewares","2006","Lunchbox Blue",,,4.89,,,"True","850374-1","",""
7037,"850376","1","Gear","Housewares","2006","Lunchbox Green",,,,,,"False","","",""
6707,"850377","1","Gear","Housewares","2006","Lunchbox Purple",,,4.99,,,"True","850377-1","",""
9708,"850421","1","Gear","Housewares","2012","Silicone Coasters",,,14.99,14.99,16.99,"True","850421-1","",""
